update_date,update_time,County,Positive_Cases,Deaths,Tested,NOFO_Region,Metro_Area
10-30-2020,12:45,Stark,96,3,"2,806",North Central,Peoria
10-30-2020,12:45,Stephenson,"1,182",9,"17,939",Northern,
10-30-2020,12:45,Tazewell,"2,905",59,"77,495",North Central,Peoria
10-30-2020,12:45,Unassigned,65,0,"64,100",Unassigned,
10-30-2020,12:45,Union,810,25,"9,125",Southern,
10-30-2020,12:45,Vermilion,"1,893",11,"38,166",Northeast Central,Danville
10-30-2020,12:45,Wabash,256,6,"3,099",Southern,
10-30-2020,12:45,Warren,561,9,"5,914",West Central,
10-30-2020,12:45,Washington,339,2,"4,272",Southwest Central,
10-30-2020,12:45,Wayne,532,17,"5,790",Southern,
10-30-2020,12:45,White,289,5,"7,579",Southern,
10-30-2020,12:45,Whiteside,"1,691",30,"21,810",Northwest,
10-30-2020,12:45,Will,"19,946",439,"288,914",Collar,Chicago
10-30-2020,12:45,Williamson,"2,016",61,"33,056",Southern,Carbondale-Marion
10-30-2020,12:45,Winnebago,"11,084",186,"140,765",Northern,Rockford
10-30-2020,12:45,Woodford,723,15,"18,100",North Central,Peoria
10-29-2020,12:45,Illinois,"395,458","9,675","7,542,098",Illinois,Illinois
10-29-2020,12:45,Adams,"2,071",23,"40,234",West Central,
10-29-2020,12:45,Alexander,145,1,"2,472",Southern,Cape_Girardeau
10-29-2020,12:45,Bond,525,9,"7,992",Southwest Central,St_Louis
10-29-2020,12:45,Boone,"1,998",25,"22,583",Northern,Rockford
10-29-2020,12:45,Brown,122,0,"2,296",West Central,
10-29-2020,12:45,Bureau,955,17,"13,255",Northwest,
10-29-2020,12:45,Calhoun,66,0,"1,717",Southwest Central,St_Louis
10-29-2020,12:45,Carroll,457,12,"7,156",Northwest,
10-29-2020,12:45,Cass,470,11,"5,801",Central,
10-29-2020,12:45,Champaign,"6,462",28,"790,767",Northeast Central,Champaign-Urbana
10-29-2020,12:45,Chicago,"99,445","3,066","1,506,891",Chicago,Chicago
10-29-2020,12:45,Christian,868,30,"14,674",Central,
10-29-2020,12:45,Clark,317,18,"5,672",Southeast Central,
10-29-2020,12:45,Clay,330,14,"4,649",Southeast Central,
10-29-2020,12:45,Clinton,"1,856",31,"18,172",Southwest Central,St_Louis
10-29-2020,12:45,Coles,"2,058",40,"28,234",Southeast Central,
10-29-2020,12:45,Cook,"84,204","2,397","1,315,197",Suburban,Chicago
10-29-2020,12:45,Crawford,668,6,"6,051",Southeast Central,
10-29-2020,12:45,Cumberland,311,6,"4,707",Southeast Central,
10-29-2020,12:45,De Witt,275,6,"6,205",North Central,Bloomington
10-29-2020,12:45,DeKalb,"2,524",43,"46,153",Northern,Elgin
10-29-2020,12:45,Douglas,742,9,"11,487",Northeast Central,
10-29-2020,12:45,DuPage,"24,240",617,"433,050",Collar,Chicago
10-29-2020,12:45,Edgar,165,11,"4,787",Southeast Central,
10-29-2020,12:45,Edwards,112,0,"1,161",Southern,
10-29-2020,12:45,Effingham,"1,266",4,"15,182",Southeast Central,
10-29-2020,12:45,Fayette,719,24,"8,428",Southeast Central,
10-29-2020,12:45,Ford,211,15,"7,445",Northeast Central,Champaign-Urbana
10-29-2020,12:45,Franklin,"1,059",10,"16,711",Southern,
10-29-2020,12:45,Fulton,590,1,"16,059",North Central,
10-29-2020,12:45,Gallatin,112,2,"1,141",Southern,
10-29-2020,12:45,Greene,316,15,"4,920",Central,
10-29-2020,12:45,Grundy,"1,047",7,"14,744",Collar,Chicago
10-29-2020,12:45,Hamilton,139,2,"2,116",Southern,
10-29-2020,12:45,Hancock,331,4,"7,122",West Central,
10-29-2020,12:45,Hardin,56,0,"1,397",Southern,
10-29-2020,12:45,Henderson,132,0,"2,013",West Central,
10-29-2020,12:45,Henry,869,7,"21,668",Northwest,Davenport
10-29-2020,12:45,Iroquois,527,19,"14,465",Northeast Central,
10-29-2020,12:45,Jackson,"1,611",26,"23,685",Southern,Carbondale-Marion
10-29-2020,12:45,Jasper,275,10,"3,486",Southeast Central,
10-29-2020,12:45,Jefferson,939,52,"13,422",Southern,
10-29-2020,12:45,Jersey,482,21,"8,357",Southwest Central,St_Louis
10-29-2020,12:45,Jo Daviess,547,9,"7,807",Northwest,
10-29-2020,12:45,Johnson,385,0,"4,092",Southern,
10-29-2020,12:45,Kane,"17,738",351,"231,600",Collar,Elgin
10-29-2020,12:45,Kankakee,"3,587",81,"67,805",Collar,Kankakee
10-29-2020,12:45,Kendall,"2,869",30,"45,237",Collar,Chicago
10-29-2020,12:45,Knox,"1,382",21,"24,949",West Central,
10-29-2020,12:45,Lake,"21,608",518,"330,785",Collar,Lake
10-29-2020,12:45,LaSalle,"2,584",67,"40,748",Northwest,
10-29-2020,12:45,Lawrence,355,8,"6,837",Southeast Central,
10-29-2020,12:45,Lee,787,2,"11,225",Northwest,
10-29-2020,12:45,Livingston,707,11,"18,233",North Central,
10-29-2020,12:45,Logan,622,4,"18,695",Central,
10-29-2020,12:45,Macon,"3,445",55,"55,079",Central,Decatur
10-29-2020,12:45,Macoupin,843,11,"22,980",Central,St_Louis
10-29-2020,12:45,Madison,"7,440",157,"101,076",Southwest Central,St_Louis
10-29-2020,12:45,Marion,"1,147",23,"19,447",Southeast Central,
10-29-2020,12:45,Marshall,170,3,"5,921",North Central,Peoria
10-29-2020,12:45,Mason,342,5,"6,348",North Central,
10-29-2020,12:45,Massac,161,2,"3,460",Southern,
10-29-2020,12:45,McDonough,799,21,"13,454",West Central,
10-29-2020,12:45,McHenry,"6,815",121,"104,351",Collar,Chicago
10-29-2020,12:45,McLean,"4,324",37,"101,891",North Central,Bloomington
10-29-2020,12:45,Menard,188,1,"6,110",Central,Springfield
10-29-2020,12:45,Mercer,299,6,"6,685",Northwest,Davenport
10-29-2020,12:45,Monroe,"1,000",30,"11,522",Southwest Central,St_Louis
10-29-2020,12:45,Montgomery,656,16,"17,968",Central,
10-29-2020,12:45,Morgan,999,25,"16,496",Central,
10-29-2020,12:45,Moultrie,453,6,"7,192",Southeast Central,
10-29-2020,12:45,Ogle,"1,317",8,"20,432",Northern,
10-29-2020,12:45,Out Of State,1,0,"54,846",Out Of State,
10-29-2020,12:45,Peoria,"4,830",77,"112,517",North Central,Peoria
10-29-2020,12:45,Perry,478,16,"7,864",Southern,
10-29-2020,12:45,Piatt,273,1,"11,181",Northeast Central,Champaign-Urbana
10-29-2020,12:45,Pike,406,7,"5,600",West Central,
10-29-2020,12:45,Pope,43,1,834,Southern,
10-29-2020,12:45,Pulaski,246,1,"2,108",Southern,
10-29-2020,12:45,Putnam,98,0,"1,628",Northwest,
10-29-2020,12:45,Randolph,"1,338",15,"16,267",Southern,
10-29-2020,12:45,Richland,342,18,"8,031",Southeast Central,
10-29-2020,12:45,Rock Island,"4,263",95,"75,629",Northwest,Davenport
10-29-2020,12:45,Saline,613,9,"8,637",Southern,
10-29-2020,12:45,Sangamon,"4,322",64,"136,088",Central,Springfield
10-29-2020,12:45,Schuyler,98,1,"2,342",West Central,
10-29-2020,12:45,Scott,112,0,"2,791",Central,
10-29-2020,12:45,Shelby,732,12,"8,892",Central,
10-29-2020,12:45,St. Clair,"8,173",223,"108,638",Southwest Central,St_Louis
10-29-2020,12:45,Stark,94,3,"2,782",North Central,Peoria
10-29-2020,12:45,Stephenson,"1,129",9,"17,566",Northern,
10-29-2020,12:45,Tazewell,"2,853",58,"76,650",North Central,Peoria
10-29-2020,12:45,Unassigned,57,0,"63,992",Unassigned,
10-29-2020,12:45,Union,802,25,"8,996",Southern,
10-29-2020,12:45,Vermilion,"1,830",11,"37,890",Northeast Central,Danville
10-29-2020,12:45,Wabash,243,6,"3,052",Southern,
10-29-2020,12:45,Warren,541,9,"5,822",West Central,
10-29-2020,12:45,Washington,332,2,"4,228",Southwest Central,
10-29-2020,12:45,Wayne,519,15,"5,770",Southern,
10-29-2020,12:45,White,279,4,"7,474",Southern,
10-29-2020,12:45,Whiteside,"1,646",30,"21,504",Northwest,
10-29-2020,12:45,Will,"19,516",434,"285,650",Collar,Chicago
10-29-2020,12:45,Williamson,"1,979",61,"32,868",Southern,Carbondale-Marion
10-29-2020,12:45,Winnebago,"10,930",185,"139,083",Northern,Rockford
10-29-2020,12:45,Woodford,692,15,"17,598",North Central,Peoria
10-28-2020,12:45,Illinois,"389,095","9,619","7,459,042",Illinois,Illinois
10-28-2020,12:45,Adams,"2,004",22,"39,621",West Central,
10-28-2020,12:45,Alexander,136,1,"2,461",Southern,Cape_Girardeau
10-28-2020,12:45,Bond,518,9,"7,932",Southwest Central,St_Louis
10-28-2020,12:45,Boone,"1,953",25,"22,297",Northern,Rockford
10-28-2020,12:45,Brown,117,0,"2,221",West Central,
10-28-2020,12:45,Bureau,948,17,"13,093",Northwest,
10-28-2020,12:45,Calhoun,64,0,"1,679",Southwest Central,St_Louis
10-28-2020,12:45,Carroll,437,12,"7,103",Northwest,
10-28-2020,12:45,Cass,468,11,"5,719",Central,
10-28-2020,12:45,Champaign,"6,390",28,"780,756",Northeast Central,Champaign-Urbana
10-28-2020,12:45,Chicago,"98,040","3,058","1,495,165",Chicago,Chicago
10-28-2020,12:45,Christian,846,29,"14,539",Central,
10-28-2020,12:45,Clark,314,17,"5,635",Southeast Central,
10-28-2020,12:45,Clay,324,13,"4,582",Southeast Central,
10-28-2020,12:45,Clinton,"1,828",29,"17,874",Southwest Central,St_Louis
10-28-2020,12:45,Coles,"2,030",40,"28,056",Southeast Central,
10-28-2020,12:45,Cook,"83,068","2,392","1,301,645",Suburban,Chicago
10-28-2020,12:45,Crawford,663,6,"6,018",Southeast Central,
10-28-2020,12:45,Cumberland,308,6,"4,680",Southeast Central,
10-28-2020,12:45,De Witt,275,6,"6,115",North Central,Bloomington
10-28-2020,12:45,DeKalb,"2,469",42,"45,436",Northern,Elgin
10-28-2020,12:45,Douglas,733,9,"11,306",Northeast Central,
10-28-2020,12:45,DuPage,"23,780",615,"428,984",Collar,Chicago
10-28-2020,12:45,Edgar,159,10,"4,735",Southeast Central,
10-28-2020,12:45,Edwards,114,0,"1,155",Southern,
10-28-2020,12:45,Effingham,"1,226",4,"15,075",Southeast Central,
10-28-2020,12:45,Fayette,699,24,"8,381",Southeast Central,
10-28-2020,12:45,Ford,208,14,"7,334",Northeast Central,Champaign-Urbana
10-28-2020,12:45,Franklin,"1,033",10,"16,439",Southern,
10-28-2020,12:45,Fulton,557,1,"15,666",North Central,
10-28-2020,12:45,Gallatin,110,2,"1,123",Southern,
10-28-2020,12:45,Greene,299,15,"4,834",Central,
10-28-2020,12:45,Grundy,"1,019",7,"14,470",Collar,Chicago
10-28-2020,12:45,Hamilton,135,2,"2,061",Southern,
10-28-2020,12:45,Hancock,321,4,"7,067",West Central,
10-28-2020,12:45,Hardin,56,0,"1,377",Southern,
10-28-2020,12:45,Henderson,131,0,"1,987",West Central,
10-28-2020,12:45,Henry,863,7,"21,170",Northwest,Davenport
10-28-2020,12:45,Iroquois,515,19,"14,293",Northeast Central,
10-28-2020,12:45,Jackson,"1,584",26,"23,436",Southern,Carbondale-Marion
10-28-2020,12:45,Jasper,272,10,"3,475",Southeast Central,
10-28-2020,12:45,Jefferson,920,52,"13,148",Southern,
10-28-2020,12:45,Jersey,481,21,"8,180",Southwest Central,St_Louis
10-28-2020,12:45,Jo Daviess,536,9,"7,745",Northwest,
10-28-2020,12:45,Johnson,376,0,"4,037",Southern,
10-28-2020,12:45,Kane,"17,421",348,"229,015",Collar,Elgin
10-28-2020,12:45,Kankakee,"3,505",81,"66,498",Collar,Kankakee
10-28-2020,12:45,Kendall,"2,797",30,"44,774",Collar,Chicago
10-28-2020,12:45,Knox,"1,362",21,"24,682",West Central,
10-28-2020,12:45,Lake,"21,373",514,"326,936",Collar,Lake
10-28-2020,12:45,LaSalle,"2,554",65,"40,357",Northwest,
10-28-2020,12:45,Lawrence,351,8,"6,804",Southeast Central,
10-28-2020,12:45,Lee,769,2,"11,065",Northwest,
10-28-2020,12:45,Livingston,692,10,"18,001",North Central,
10-28-2020,12:45,Logan,614,4,"18,602",Central,
10-28-2020,12:45,Macon,"3,308",54,"54,268",Central,Decatur
10-28-2020,12:45,Macoupin,829,11,"22,756",Central,St_Louis
10-28-2020,12:45,Madison,"7,373",157,"99,931",Southwest Central,St_Louis
10-28-2020,12:45,Marion,"1,102",20,"18,909",Southeast Central,
10-28-2020,12:45,Marshall,166,3,"5,872",North Central,Peoria
10-28-2020,12:45,Mason,317,5,"6,285",North Central,
10-28-2020,12:45,Massac,158,2,"3,431",Southern,
10-28-2020,12:45,McDonough,789,20,"13,280",West Central,
10-28-2020,12:45,McHenry,"6,671",121,"103,258",Collar,Chicago
10-28-2020,12:45,McLean,"4,301",38,"100,798",North Central,Bloomington
10-28-2020,12:45,Menard,188,1,"6,063",Central,Springfield
10-28-2020,12:45,Mercer,287,6,"6,626",Northwest,Davenport
10-28-2020,12:45,Monroe,971,30,"11,295",Southwest Central,St_Louis
10-28-2020,12:45,Montgomery,644,16,"17,726",Central,
10-28-2020,12:45,Morgan,983,24,"16,371",Central,
10-28-2020,12:45,Moultrie,443,6,"7,120",Southeast Central,
10-28-2020,12:45,Ogle,"1,271",7,"20,188",Northern,
10-28-2020,12:45,Out Of State,1,0,"54,563",Out Of State,
10-28-2020,12:45,Peoria,"4,748",77,"111,380",North Central,Peoria
10-28-2020,12:45,Perry,465,16,"7,776",Southern,
10-28-2020,12:45,Piatt,265,1,"10,982",Northeast Central,Champaign-Urbana
10-28-2020,12:45,Pike,388,7,"5,463",West Central,
10-28-2020,12:45,Pope,42,1,817,Southern,
10-28-2020,12:45,Pulaski,245,1,"2,093",Southern,
10-28-2020,12:45,Putnam,98,0,"1,608",Northwest,
10-28-2020,12:45,Randolph,"1,314",15,"15,992",Southern,
10-28-2020,12:45,Richland,342,18,"8,012",Southeast Central,
10-28-2020,12:45,Rock Island,"4,173",93,"74,868",Northwest,Davenport
10-28-2020,12:45,Saline,596,9,"8,528",Southern,
10-28-2020,12:45,Sangamon,"4,248",63,"134,853",Central,Springfield
10-28-2020,12:45,Schuyler,93,1,"2,328",West Central,
10-28-2020,12:45,Scott,109,0,"2,779",Central,
10-28-2020,12:45,Shelby,715,12,"8,772",Central,
10-28-2020,12:45,St. Clair,"8,096",221,"107,305",Southwest Central,St_Louis
10-28-2020,12:45,Stark,92,3,"2,722",North Central,Peoria
10-28-2020,12:45,Stephenson,"1,075",9,"17,255",Northern,
10-28-2020,12:45,Tazewell,"2,809",56,"75,957",North Central,Peoria
10-28-2020,12:45,Unassigned,73,0,"63,611",Unassigned,
10-28-2020,12:45,Union,799,25,"8,922",Southern,
10-28-2020,12:45,Vermilion,"1,810",11,"37,591",Northeast Central,Danville
10-28-2020,12:45,Wabash,241,5,"3,032",Southern,
10-28-2020,12:45,Warren,529,9,"5,770",West Central,
10-28-2020,12:45,Washington,327,2,"4,177",Southwest Central,
10-28-2020,12:45,Wayne,509,14,"5,671",Southern,
10-28-2020,12:45,White,274,4,"7,433",Southern,
10-28-2020,12:45,Whiteside,"1,584",30,"21,012",Northwest,
10-28-2020,12:45,Will,"19,141",430,"282,722",Collar,Chicago
10-28-2020,12:45,Williamson,"1,938",61,"32,476",Southern,Carbondale-Marion
10-28-2020,12:45,Winnebago,"10,703",182,"137,177",Northern,Rockford
10-28-2020,12:45,Woodford,676,15,"17,416",North Central,Peoria
10-27-2020,12:45,Illinois,"382,985","9,568","7,388,290",Illinois,Illinois
10-27-2020,12:45,Adams,"1,935",21,"38,955",West Central,
10-27-2020,12:45,Alexander,132,1,"2,377",Southern,Cape_Girardeau
10-27-2020,12:45,Bond,513,9,"7,909",Southwest Central,St_Louis
10-27-2020,12:45,Boone,"1,905",25,"22,037",Northern,Rockford
10-27-2020,12:45,Brown,115,0,"2,208",West Central,
10-27-2020,12:45,Bureau,925,16,"12,909",Northwest,
10-27-2020,12:45,Calhoun,66,0,"1,648",Southwest Central,St_Louis
10-27-2020,12:45,Carroll,430,12,"7,076",Northwest,
10-27-2020,12:45,Cass,464,11,"5,682",Central,
10-27-2020,12:45,Champaign,"6,285",29,"767,226",Northeast Central,Champaign-Urbana
10-27-2020,12:45,Chicago,"97,041","3,052","1,484,905",Chicago,Chicago
10-27-2020,12:45,Christian,829,29,"14,480",Central,
10-27-2020,12:45,Clark,312,17,"5,630",Southeast Central,
10-27-2020,12:45,Clay,317,13,"4,573",Southeast Central,
10-27-2020,12:45,Clinton,"1,811",28,"17,809",Southwest Central,St_Louis
10-27-2020,12:45,Coles,"1,971",40,"27,895",Southeast Central,
10-27-2020,12:45,Cook,"81,791","2,387","1,291,104",Suburban,Chicago
10-27-2020,12:45,Crawford,653,6,"5,972",Southeast Central,
10-27-2020,12:45,Cumberland,302,6,"4,652",Southeast Central,
10-27-2020,12:45,De Witt,272,6,"5,971",North Central,Bloomington
10-27-2020,12:45,DeKalb,"2,432",42,"44,990",Northern,Elgin
10-27-2020,12:45,Douglas,710,9,"11,241",Northeast Central,
10-27-2020,12:45,DuPage,"23,408",608,"425,753",Collar,Chicago
10-27-2020,12:45,Edgar,157,10,"4,676",Southeast Central,
10-27-2020,12:45,Edwards,111,0,"1,142",Southern,
10-27-2020,12:45,Effingham,"1,204",4,"15,001",Southeast Central,
10-27-2020,12:45,Fayette,689,24,"8,242",Southeast Central,
10-27-2020,12:45,Ford,204,14,"7,029",Northeast Central,Champaign-Urbana
10-27-2020,12:45,Franklin,"1,005",9,"16,260",Southern,
10-27-2020,12:45,Fulton,550,1,"15,372",North Central,
10-27-2020,12:45,Gallatin,108,2,"1,111",Southern,
10-27-2020,12:45,Greene,295,15,"4,780",Central,
10-27-2020,12:45,Grundy,987,7,"14,301",Collar,Chicago
10-27-2020,12:45,Hamilton,127,2,"2,049",Southern,
10-27-2020,12:45,Hancock,314,4,"7,033",West Central,
10-27-2020,12:45,Hardin,55,0,"1,355",Southern,
10-27-2020,12:45,Henderson,129,0,"1,910",West Central,
10-27-2020,12:45,Henry,862,7,"21,010",Northwest,Davenport
10-27-2020,12:45,Iroquois,505,19,"14,161",Northeast Central,
10-27-2020,12:45,Jackson,"1,550",26,"23,115",Southern,Carbondale-Marion
10-27-2020,12:45,Jasper,266,10,"3,465",Southeast Central,
10-27-2020,12:45,Jefferson,911,49,"13,037",Southern,
10-27-2020,12:45,Jersey,477,21,"8,042",Southwest Central,St_Louis
10-27-2020,12:45,Jo Daviess,518,9,"7,694",Northwest,
10-27-2020,12:45,Johnson,366,0,"3,970",Southern,
10-27-2020,12:45,Kane,"17,098",348,"226,241",Collar,Elgin
10-27-2020,12:45,Kankakee,"3,444",80,"65,894",Collar,Kankakee
10-27-2020,12:45,Kendall,"2,744",30,"44,338",Collar,Chicago
10-27-2020,12:45,Knox,"1,331",19,"24,381",West Central,
10-27-2020,12:45,Lake,"21,010",511,"324,266",Collar,Lake
10-27-2020,12:45,LaSalle,"2,473",65,"39,972",Northwest,
10-27-2020,12:45,Lawrence,338,8,"6,730",Southeast Central,
10-27-2020,12:45,Lee,754,2,"10,910",Northwest,
10-27-2020,12:45,Livingston,662,10,"17,883",North Central,
10-27-2020,12:45,Logan,607,4,"18,527",Central,
10-27-2020,12:45,Macon,"3,234",53,"53,865",Central,Decatur
10-27-2020,12:45,Macoupin,824,11,"22,557",Central,St_Louis
10-27-2020,12:45,Madison,"7,264",155,"99,297",Southwest Central,St_Louis
10-27-2020,12:45,Marion,"1,051",19,"18,787",Southeast Central,
10-27-2020,12:45,Marshall,161,3,"5,809",North Central,Peoria
10-27-2020,12:45,Mason,317,5,"6,245",North Central,
10-27-2020,12:45,Massac,156,2,"3,406",Southern,
10-27-2020,12:45,McDonough,780,20,"13,167",West Central,
10-27-2020,12:45,McHenry,"6,545",121,"101,943",Collar,Chicago
10-27-2020,12:45,McLean,"4,255",36,"99,843",North Central,Bloomington
10-27-2020,12:45,Menard,187,1,"6,018",Central,Springfield
10-27-2020,12:45,Mercer,287,6,"6,523",Northwest,Davenport
10-27-2020,12:45,Monroe,935,30,"11,244",Southwest Central,St_Louis
10-27-2020,12:45,Montgomery,625,16,"17,400",Central,
10-27-2020,12:45,Morgan,956,24,"16,294",Central,
10-27-2020,12:45,Moultrie,434,5,"7,072",Southeast Central,
10-27-2020,12:45,Ogle,"1,236",7,"19,990",Northern,
10-27-2020,12:45,Out Of State,1,0,"54,105",Out Of State,
10-27-2020,12:45,Peoria,"4,680",73,"110,643",North Central,Peoria
10-27-2020,12:45,Perry,451,16,"7,701",Southern,
10-27-2020,12:45,Piatt,257,0,"10,883",Northeast Central,Champaign-Urbana
10-27-2020,12:45,Pike,367,7,"5,437",West Central,
10-27-2020,12:45,Pope,42,1,809,Southern,
10-27-2020,12:45,Pulaski,245,1,"2,050",Southern,
10-27-2020,12:45,Putnam,93,0,"1,588",Northwest,
10-27-2020,12:45,Randolph,"1,293",15,"15,886",Southern,
10-27-2020,12:45,Richland,337,18,"7,929",Southeast Central,
10-27-2020,12:45,Rock Island,"4,128",92,"74,114",Northwest,Davenport
10-27-2020,12:45,Saline,573,9,"8,407",Southern,
10-27-2020,12:45,Sangamon,"4,151",63,"133,530",Central,Springfield
10-27-2020,12:45,Schuyler,94,1,"2,310",West Central,
10-27-2020,12:45,Scott,107,0,"2,768",Central,
10-27-2020,12:45,Shelby,702,12,"8,698",Central,
10-27-2020,12:45,St. Clair,"8,042",221,"106,704",Southwest Central,St_Louis
10-27-2020,12:45,Stark,88,3,"2,708",North Central,Peoria
10-27-2020,12:45,Stephenson,"1,032",7,"17,129",Northern,
10-27-2020,12:45,Tazewell,"2,735",56,"75,265",North Central,Peoria
10-27-2020,12:45,Unassigned,71,0,"63,411",Unassigned,
10-27-2020,12:45,Union,792,25,"8,781",Southern,
10-27-2020,12:45,Vermilion,"1,784",11,"37,247",Northeast Central,Danville
10-27-2020,12:45,Wabash,233,5,"3,002",Southern,
10-27-2020,12:45,Warren,516,9,"5,661",West Central,
10-27-2020,12:45,Washington,322,2,"4,111",Southwest Central,
10-27-2020,12:45,Wayne,502,13,"5,657",Southern,
10-27-2020,12:45,White,270,4,"7,399",Southern,
10-27-2020,12:45,Whiteside,"1,514",28,"20,746",Northwest,
10-27-2020,12:45,Will,"18,807",429,"280,010",Collar,Chicago
10-27-2020,12:45,Williamson,"1,905",61,"32,150",Southern,Carbondale-Marion
10-27-2020,12:45,Winnebago,"10,463",180,"135,598",Northern,Rockford
10-27-2020,12:45,Woodford,660,15,"17,272",North Central,Peoria
10-26-2020,12:45,Illinois,"378,985","9,522","7,326,216",Illinois,Illinois
10-26-2020,12:45,Adams,"1,888",20,"38,660",West Central,
10-26-2020,12:45,Alexander,124,1,"2,363",Southern,Cape_Girardeau
10-26-2020,12:45,Bond,507,9,"7,736",Southwest Central,St_Louis
10-26-2020,12:45,Boone,"1,878",25,"21,910",Northern,Rockford
10-26-2020,12:45,Brown,111,0,"2,169",West Central,
10-26-2020,12:45,Bureau,913,16,"12,853",Northwest,
10-26-2020,12:45,Calhoun,66,0,"1,633",Southwest Central,St_Louis
10-26-2020,12:45,Carroll,419,11,"6,937",Northwest,
10-26-2020,12:45,Cass,463,11,"5,659",Central,
10-26-2020,12:45,Champaign,"6,172",29,"760,502",Northeast Central,Champaign-Urbana
10-26-2020,12:45,Chicago,"96,389","3,049","1,473,609",Chicago,Chicago
10-26-2020,12:45,Christian,825,29,"14,402",Central,
10-26-2020,12:45,Clark,310,17,"5,620",Southeast Central,
10-26-2020,12:45,Clay,314,13,"4,559",Southeast Central,
10-26-2020,12:45,Clinton,"1,789",26,"17,685",Southwest Central,St_Louis
10-26-2020,12:45,Coles,"1,935",39,"27,854",Southeast Central,
