date,agegroup,race,gender,cases,tested,deaths
2020-11-17,50-59,Asian,NA,1726,22981,27
2020-11-17,50-59,Black,NA,9318,107816,237
2020-11-17,50-59,Hispanic,NA,16866,75499,327
2020-11-17,50-59,Left Blank,NA,26075,542224,10
2020-11-17,50-59,NH/PI*,NA,102,1283,2
2020-11-17,50-59,Other,NA,3015,33874,3
2020-11-17,50-59,White,NA,31352,400302,205
2020-11-17,50-59,NA,NA,88562,1185002,812
2020-11-17,60-69,AI/AN**,NA,68,752,4
2020-11-17,60-69,Asian,NA,1349,15385,66
2020-11-17,60-69,Black,NA,7058,92740,557
2020-11-17,60-69,Hispanic,NA,8428,42722,471
2020-11-17,60-69,Left Blank,NA,17455,451389,18
2020-11-17,60-69,NH/PI*,NA,84,791,3
2020-11-17,60-69,Other,NA,1970,25879,13
2020-11-17,60-69,White,NA,25216,373225,657
2020-11-17,60-69,NA,NA,61628,1002883,1789
2020-11-17,70-79,AI/AN**,NA,43,414,3
2020-11-17,70-79,Asian,NA,699,8193,102
2020-11-17,70-79,Black,NA,4006,48150,652
2020-11-17,70-79,Hispanic,NA,3299,17784,433
2020-11-17,70-79,Left Blank,NA,8252,263877,49
2020-11-17,70-79,NH/PI*,NA,30,320,1
2020-11-17,70-79,Other,NA,880,14730,19
2020-11-17,70-79,White,NA,15468,256241,1381
2020-11-17,70-79,NA,NA,32677,609709,2640
2020-11-17,80+,AI/AN**,NA,26,219,6
2020-11-17,80+,Asian,NA,519,4742,200
2020-11-17,80+,Black,NA,2619,26347,825
2020-11-17,80+,Hispanic,NA,1632,9037,455
2020-11-17,80+,Left Blank,NA,6408,285315,144
2020-11-17,80+,NH/PI*,NA,19,144,3
2020-11-17,80+,Other,NA,449,7496,26
2020-11-17,80+,White,NA,13818,222351,3440
2020-11-17,80+,NA,NA,25490,555651,5099
2020-11-17,Unknown,AI/AN**,NA,0,0,0
2020-11-17,Unknown,Asian,NA,0,51,0
2020-11-17,Unknown,Black,NA,4,170,0
2020-11-17,Unknown,Hispanic,NA,11,256,0
2020-11-17,Unknown,Left Blank,NA,132,529980,0
2020-11-17,Unknown,NH/PI*,NA,0,0,0
2020-11-17,Unknown,Other,NA,2,40,0
2020-11-17,Unknown,White,NA,35,520,0
2020-11-17,Unknown,NA,NA,184,531017,0
2020-11-17,NA,AI/AN**,NA,709,7242,15
2020-11-17,NA,Asian,NA,11926,347040,414
2020-11-17,NA,Black,NA,60961,706773,2438
2020-11-17,NA,Hispanic,NA,124782,674113,1963
2020-11-17,NA,Left Blank,NA,176146,4239048,225
2020-11-17,NA,NH/PI*,NA,668,9828,10
2020-11-17,NA,Other,NA,20719,290109,62
2020-11-17,NA,White,NA,201938,2981505,5748
2020-11-17,NA,NA,Female,308164,4805946,5044
2020-11-17,NA,NA,Male,280193,3669471,5831
2020-11-17,NA,NA,Unknown/Left Blank,9492,780241,0
2020-11-16,<20,AI/AN**,NA,94,992,0
2020-11-16,<20,Asian,NA,1273,70913,0
2020-11-16,<20,Black,NA,6798,88348,5
2020-11-16,<20,Hispanic,NA,20564,133619,1
2020-11-16,<20,Left Blank,NA,24802,378325,0
2020-11-16,<20,NH/PI*,NA,71,1627,0
2020-11-16,<20,Other,NA,3076,50228,0
2020-11-16,<20,White,NA,25034,404506,2
2020-11-16,<20,NA,NA,81712,1128558,8
2020-11-16,20-29,AI/AN**,NA,139,1659,0
2020-11-16,20-29,Asian,NA,2233,153695,2
2020-11-16,20-29,Black,NA,11037,135293,15
2020-11-16,20-29,Hispanic,NA,26241,177079,20
2020-11-16,20-29,Left Blank,NA,34870,662471,0
2020-11-16,20-29,NH/PI*,NA,124,2791,0
2020-11-16,20-29,Other,NA,4059,72496,1
2020-11-16,20-29,White,NA,35455,592245,1
2020-11-16,20-29,NA,NA,114158,1797729,39
2020-11-16,30-39,AI/AN**,NA,119,1120,0
2020-11-16,30-39,Asian,NA,2056,41216,6
2020-11-16,30-39,Black,NA,10109,105026,49
2020-11-16,30-39,Hispanic,NA,22931,113007,77
2020-11-16,30-39,Left Blank,NA,28595,590631,1
2020-11-16,30-39,NH/PI*,NA,121,1598,0
2020-11-16,30-39,Other,NA,3633,46354,0
2020-11-16,30-39,White,NA,27003,386452,14
2020-11-16,30-39,NA,NA,94567,1285404,147
2020-11-16,40-49,AI/AN**,NA,101,994,1
2020-11-16,40-49,Asian,NA,1880,26942,10
2020-11-16,40-49,Black,NA,9521,98756,98
2020-11-16,40-49,Hispanic,NA,23595,99105,177
2020-11-16,40-49,Left Blank,NA,26358,510449,4
2020-11-16,40-49,NH/PI*,NA,113,1251,1
2020-11-16,40-49,Other,NA,3296,36770,0
2020-11-16,40-49,White,NA,25890,327462,47
2020-11-16,40-49,NA,NA,90754,1101729,338
2020-11-16,50-59,AI/AN**,NA,106,1011,1
2020-11-16,50-59,Asian,NA,1694,22716,27
2020-11-16,50-59,Black,NA,9216,106839,237
2020-11-16,50-59,Hispanic,NA,16674,74665,327
2020-11-16,50-59,Left Blank,NA,25276,536215,10
2020-11-16,50-59,NH/PI*,NA,101,1276,2
2020-11-16,50-59,Other,NA,2949,33507,3
2020-11-16,50-59,White,NA,30635,396220,204
2020-11-16,50-59,NA,NA,86651,1172449,811
2020-11-16,60-69,AI/AN**,NA,65,743,4
2020-11-16,60-69,Asian,NA,1325,15186,66
2020-11-16,60-69,Black,NA,6966,92112,554
2020-11-16,60-69,Hispanic,NA,8334,42305,470
2020-11-16,60-69,Left Blank,NA,16928,446777,20
2020-11-16,60-69,NH/PI*,NA,83,788,3
2020-11-16,60-69,Other,NA,1919,25644,14
2020-11-16,60-69,White,NA,24606,369746,650
2020-11-16,60-69,NA,NA,60226,993301,1781
2020-11-16,70-79,AI/AN**,NA,42,410,3
2020-11-16,70-79,Asian,NA,683,8120,101
2020-11-16,70-79,Black,NA,3963,47860,648
2020-11-16,70-79,Hispanic,NA,3251,17625,432
2020-11-16,70-79,Left Blank,NA,7978,261164,46
2020-11-16,70-79,NH/PI*,NA,30,319,1
2020-11-16,70-79,Other,NA,865,14610,19
2020-11-16,70-79,White,NA,15128,254151,1365
2020-11-16,70-79,NA,NA,31940,604259,2615
2020-11-16,80+,AI/AN**,NA,26,218,6
2020-11-16,80+,Asian,NA,510,4698,198
2020-11-16,80+,Black,NA,2597,26222,822
2020-11-16,80+,Hispanic,NA,1616,8970,455
2020-11-16,80+,Left Blank,NA,6275,282450,142
2020-11-16,80+,NH/PI*,NA,19,142,3
2020-11-16,80+,Other,NA,441,7454,26
2020-11-16,80+,White,NA,13574,220542,3388
2020-11-16,80+,NA,NA,25058,550696,5040
2020-11-16,Unknown,AI/AN**,NA,0,0,0
2020-11-16,Unknown,Asian,NA,0,51,0
2020-11-16,Unknown,Black,NA,4,170,0
2020-11-16,Unknown,Hispanic,NA,11,254,0
2020-11-16,Unknown,Left Blank,NA,132,526293,0
2020-11-16,Unknown,NH/PI*,NA,0,0,0
2020-11-16,Unknown,Other,NA,2,40,0
2020-11-16,Unknown,White,NA,33,520,0
2020-11-16,Unknown,NA,NA,182,527328,0
2020-11-16,NA,AI/AN**,NA,692,7147,15
2020-11-16,NA,Asian,NA,11654,343537,410
2020-11-16,NA,Black,NA,60211,700626,2428
2020-11-16,NA,Hispanic,NA,123217,666629,1959
2020-11-16,NA,Left Blank,NA,171214,4194775,223
2020-11-16,NA,NH/PI*,NA,662,9792,10
2020-11-16,NA,Other,NA,20240,287103,63
2020-11-16,NA,White,NA,197358,2951844,5671
2020-11-16,NA,NA,Female,301563,4755184,4993
2020-11-16,NA,NA,Male,274410,3631876,5786
2020-11-16,NA,NA,Unknown/Left Blank,9275,774393,0
2020-11-15,<20,AI/AN**,NA,93,985,0
2020-11-15,<20,Asian,NA,1250,70275,0
2020-11-15,<20,Black,NA,6690,87562,5
2020-11-15,<20,Hispanic,NA,20271,132353,1
2020-11-15,<20,Left Blank,NA,23875,371793,0
2020-11-15,<20,NH/PI*,NA,71,1625,0
2020-11-15,<20,Other,NA,3019,49848,0
2020-11-15,<20,White,NA,24626,400785,2
2020-11-15,<20,NA,NA,79895,1115226,8
2020-11-15,20-29,AI/AN**,NA,136,1644,0
2020-11-15,20-29,Asian,NA,2191,152296,2
2020-11-15,20-29,Black,NA,10904,134231,15
2020-11-15,20-29,Hispanic,NA,25857,175432,20
2020-11-15,20-29,Left Blank,NA,33930,654403,0
2020-11-15,20-29,NH/PI*,NA,124,2787,0
2020-11-15,20-29,Other,NA,3989,72017,1
2020-11-15,20-29,White,NA,34952,587330,1
2020-11-15,20-29,NA,NA,112083,1780140,39
2020-11-15,30-39,AI/AN**,NA,117,1107,0
2020-11-15,30-39,Asian,NA,2024,40831,6
2020-11-15,30-39,Black,NA,9983,104101,49
2020-11-15,30-39,Hispanic,NA,22656,112078,77
2020-11-15,30-39,Left Blank,NA,27714,583039,1
2020-11-15,30-39,NH/PI*,NA,121,1595,0
2020-11-15,30-39,Other,NA,3564,45967,0
2020-11-15,30-39,White,NA,26534,383125,14
2020-11-15,30-39,NA,NA,92713,1271843,147
2020-11-15,40-49,AI/AN**,NA,99,987,1
2020-11-15,40-49,Asian,NA,1842,26703,10
2020-11-15,40-49,Black,NA,9415,97891,98
2020-11-15,40-49,Hispanic,NA,23325,98340,177
2020-11-15,40-49,Left Blank,NA,25546,503856,4
2020-11-15,40-49,NH/PI*,NA,113,1250,1
2020-11-15,40-49,Other,NA,3227,36461,0
2020-11-15,40-49,White,NA,25416,324500,47
2020-11-15,40-49,NA,NA,88983,1089988,338
2020-11-15,50-59,AI/AN**,NA,106,1003,1
2020-11-15,50-59,Asian,NA,1659,22484,27
2020-11-15,50-59,Black,NA,9106,105980,235
2020-11-15,50-59,Hispanic,NA,16455,74023,325
2020-11-15,50-59,Left Blank,NA,24484,529479,10
2020-11-15,50-59,NH/PI*,NA,101,1273,2
2020-11-15,50-59,Other,NA,2903,33238,3
2020-11-15,50-59,White,NA,30090,392806,203
2020-11-15,50-59,NA,NA,84904,1160286,806
2020-11-15,60-69,AI/AN**,NA,64,741,4
2020-11-15,60-69,Asian,NA,1306,15053,65
2020-11-15,60-69,Black,NA,6875,91423,554
2020-11-15,60-69,Hispanic,NA,8218,41988,468
2020-11-15,60-69,Left Blank,NA,16347,441400,20
2020-11-15,60-69,NH/PI*,NA,83,786,3
2020-11-15,60-69,Other,NA,1892,25458,14
2020-11-15,60-69,White,NA,24164,366732,647
2020-11-15,60-69,NA,NA,58949,983581,1775
2020-11-15,70-79,AI/AN**,NA,41,408,3
2020-11-15,70-79,Asian,NA,675,8060,101
2020-11-15,70-79,Black,NA,3917,47528,646
2020-11-15,70-79,Hispanic,NA,3201,17484,432
2020-11-15,70-79,Left Blank,NA,7689,258230,46
2020-11-15,70-79,NH/PI*,NA,29,315,1
2020-11-15,70-79,Other,NA,848,14506,18
2020-11-15,70-79,White,NA,14854,252213,1361
2020-11-15,70-79,NA,NA,31254,598744,2608
2020-11-15,80+,AI/AN**,NA,26,217,6
2020-11-15,80+,Asian,NA,506,4623,198
2020-11-15,80+,Black,NA,2574,26037,820
2020-11-15,80+,Hispanic,NA,1595,8918,455
2020-11-15,80+,Left Blank,NA,6120,279388,140
2020-11-15,80+,NH/PI*,NA,19,141,3
2020-11-15,80+,Other,NA,434,7412,26
2020-11-15,80+,White,NA,13378,218973,3373
2020-11-15,80+,NA,NA,24652,545709,5021
2020-11-15,Unknown,AI/AN**,NA,0,0,0
2020-11-15,Unknown,Asian,NA,0,51,0
2020-11-15,Unknown,Black,NA,4,170,0
2020-11-15,Unknown,Hispanic,NA,11,254,0
2020-11-15,Unknown,Left Blank,NA,134,524289,0
2020-11-15,Unknown,NH/PI*,NA,0,0,0
2020-11-15,Unknown,Other,NA,2,40,0
2020-11-15,Unknown,White,NA,32,520,0
2020-11-15,Unknown,NA,NA,183,525324,0
2020-11-15,NA,AI/AN**,NA,682,7092,15
2020-11-15,NA,Asian,NA,11453,340376,409
2020-11-15,NA,Black,NA,59468,694923,2422
2020-11-15,NA,Hispanic,NA,121589,660870,1955
2020-11-15,NA,Left Blank,NA,165839,4145877,221
2020-11-15,NA,NH/PI*,NA,661,9772,10
2020-11-15,NA,Other,NA,19878,284947,62
2020-11-15,NA,White,NA,194046,2926984,5648
2020-11-15,NA,NA,Female,295523,4704938,4978
2020-11-15,NA,NA,Male,268946,3594558,5764
2020-11-15,NA,NA,Unknown/Left Blank,9147,771345,0
2020-11-14,<20,AI/AN**,NA,89,974,0
2020-11-14,<20,Asian,NA,1230,69537,0
2020-11-14,<20,Black,NA,6584,86743,5
2020-11-14,<20,Hispanic,NA,19957,130610,1
2020-11-14,<20,Left Blank,NA,23164,367749,0
2020-11-14,<20,NH/PI*,NA,71,1598,0
2020-11-14,<20,Other,NA,2965,49356,0
2020-11-14,<20,White,NA,24221,396784,2
2020-11-14,<20,NA,NA,78281,1103351,8
2020-11-14,20-29,AI/AN**,NA,135,1631,0
2020-11-14,20-29,Asian,NA,2150,150444,2
2020-11-14,20-29,Black,NA,10760,132979,15
2020-11-14,20-29,Hispanic,NA,25494,173139,20
2020-11-14,20-29,Left Blank,NA,33133,648893,0
2020-11-14,20-29,NH/PI*,NA,124,2758,0
2020-11-14,20-29,Other,NA,3915,71238,1
2020-11-14,20-29,White,NA,34430,580800,1
2020-11-14,20-29,NA,NA,110141,1761882,39
2020-11-14,30-39,AI/AN**,NA,116,1096,0
2020-11-14,30-39,Asian,NA,1984,40307,6
2020-11-14,30-39,Black,NA,9854,103175,49
2020-11-14,30-39,Hispanic,NA,22345,110753,77
2020-11-14,30-39,Left Blank,NA,26959,577918,1
2020-11-14,30-39,NH/PI*,NA,119,1584,0
2020-11-14,30-39,Other,NA,3506,45399,0
2020-11-14,30-39,White,NA,26039,378549,14
2020-11-14,30-39,NA,NA,90922,1258781,147
2020-11-14,40-49,AI/AN**,NA,99,974,1
2020-11-14,40-49,Asian,NA,1800,26356,10
2020-11-14,40-49,Black,NA,9288,97019,98
2020-11-14,40-49,Hispanic,NA,22996,97143,176
2020-11-14,40-49,Left Blank,NA,24891,499360,4
2020-11-14,40-49,NH/PI*,NA,113,1240,1
2020-11-14,40-49,Other,NA,3164,36007,0
2020-11-14,40-49,White,NA,25003,320896,48
2020-11-14,40-49,NA,NA,87354,1078995,338
2020-11-14,50-59,AI/AN**,NA,102,989,1
2020-11-14,50-59,Asian,NA,1633,22200,27
2020-11-14,50-59,Black,NA,9017,105125,233
2020-11-14,50-59,Hispanic,NA,16213,73177,324
2020-11-14,50-59,Left Blank,NA,23852,524838,9
2020-11-14,50-59,NH/PI*,NA,101,1264,2
2020-11-14,50-59,Other,NA,2847,32891,3
2020-11-14,50-59,White,NA,29570,388624,201
2020-11-14,50-59,NA,NA,83335,1149108,800
2020-11-14,60-69,AI/AN**,NA,64,733,4
2020-11-14,60-69,Asian,NA,1292,14884,65
2020-11-14,60-69,Black,NA,6785,90759,554
2020-11-14,60-69,Hispanic,NA,8101,41554,466
2020-11-14,60-69,Left Blank,NA,15916,437603,21
2020-11-14,60-69,NH/PI*,NA,83,782,3
2020-11-14,60-69,Other,NA,1855,25238,14
2020-11-14,60-69,White,NA,23753,363187,638
2020-11-14,60-69,NA,NA,57849,974740,1765
2020-11-14,70-79,AI/AN**,NA,41,408,3
2020-11-14,70-79,Asian,NA,659,7978,101
2020-11-14,70-79,Black,NA,3879,47249,642
2020-11-14,70-79,Hispanic,NA,3151,17312,431
2020-11-14,70-79,Left Blank,NA,7505,255972,46
2020-11-14,70-79,NH/PI*,NA,29,314,1
2020-11-14,70-79,Other,NA,819,14367,18
2020-11-14,70-79,White,NA,14569,250004,1348
2020-11-14,70-79,NA,NA,30652,593604,2590
2020-11-14,80+,AI/AN**,NA,26,215,6
2020-11-14,80+,Asian,NA,502,4573,198
2020-11-14,80+,Black,NA,2546,25851,820
2020-11-14,80+,Hispanic,NA,1578,8850,454
2020-11-14,80+,Left Blank,NA,5995,276354,137
2020-11-14,80+,NH/PI*,NA,19,141,3
2020-11-14,80+,Other,NA,427,7349,25
2020-11-14,80+,White,NA,13176,217044,3340
2020-11-14,80+,NA,NA,24269,540377,4983
2020-11-14,Unknown,AI/AN**,NA,0,0,0
2020-11-14,Unknown,Asian,NA,0,51,0
2020-11-14,Unknown,Black,NA,4,170,0
2020-11-14,Unknown,Hispanic,NA,11,252,0
2020-11-14,Unknown,Left Blank,NA,133,524140,0
2020-11-14,Unknown,NH/PI*,NA,0,0,0
2020-11-14,Unknown,Other,NA,2,40,0
2020-11-14,Unknown,White,NA,32,519,0
2020-11-14,Unknown,NA,NA,182,525172,0
2020-11-14,NA,AI/AN**,NA,672,7020,15
2020-11-14,NA,Asian,NA,11250,336330,409
2020-11-14,NA,Black,NA,58717,689070,2416
2020-11-14,NA,Hispanic,NA,119846,652790,1949
2020-11-14,NA,Left Blank,NA,161548,4112827,218
2020-11-14,NA,NH/PI*,NA,659,9681,10
2020-11-14,NA,Other,NA,19500,281885,61
2020-11-14,NA,White,NA,190793,2896407,5592
2020-11-14,NA,NA,Female,289903,4656937,4951
2020-11-14,NA,NA,Male,264036,3559044,5719
2020-11-14,NA,NA,Unknown/Left Blank,9046,770029,0
2020-11-13,<20,AI/AN**,NA,87,962,0
2020-11-13,<20,Asian,NA,1209,68628,0
2020-11-13,<20,Black,NA,6463,85662,5
2020-11-13,<20,Hispanic,NA,19638,128482,1
2020-11-13,<20,Left Blank,NA,22475,362251,0
2020-11-13,<20,NH/PI*,NA,72,1576,0
2020-11-13,<20,Other,NA,2917,48859,0
2020-11-13,<20,White,NA,23686,391077,2
2020-11-13,<20,NA,NA,76547,1087497,8
2020-11-13,20-29,AI/AN**,NA,133,1605,0
2020-11-13,20-29,Asian,NA,2131,148406,2
2020-11-13,20-29,Black,NA,10611,131336,15
2020-11-13,20-29,Hispanic,NA,25120,170371,20
2020-11-13,20-29,Left Blank,NA,32436,640924,0
2020-11-13,20-29,NH/PI*,NA,123,2728,0
2020-11-13,20-29,Other,NA,3839,70408,1
2020-11-13,20-29,White,NA,33825,572375,1
2020-11-13,20-29,NA,NA,108218,1738153,39
2020-11-13,30-39,AI/AN**,NA,115,1078,0
2020-11-13,30-39,Asian,NA,1961,39685,6
2020-11-13,30-39,Black,NA,9712,101826,49
2020-11-13,30-39,Hispanic,NA,22007,109027,77
2020-11-13,30-39,Left Blank,NA,26339,570567,1
2020-11-13,30-39,NH/PI*,NA,118,1568,0
2020-11-13,30-39,Other,NA,3445,44845,0
2020-11-13,30-39,White,NA,25431,373157,14
2020-11-13,30-39,NA,NA,89128,1241753,147
2020-11-13,40-49,AI/AN**,NA,95,954,1
2020-11-13,40-49,Asian,NA,1762,25892,10
2020-11-13,40-49,Black,NA,9183,95831,98
2020-11-13,40-49,Hispanic,NA,22658,95596,175
2020-11-13,40-49,Left Blank,NA,24287,492551,3
2020-11-13,40-49,NH/PI*,NA,113,1226,1
2020-11-13,40-49,Other,NA,3115,35602,0
2020-11-13,40-49,White,NA,24433,316364,47
2020-11-13,40-49,NA,NA,85646,1064016,335
2020-11-13,50-59,AI/AN**,NA,100,977,1
2020-11-13,50-59,Asian,NA,1608,21846,27
2020-11-13,50-59,Black,NA,8923,103991,228
2020-11-13,50-59,Hispanic,NA,16004,72157,322
2020-11-13,50-59,Left Blank,NA,23300,518046,9
2020-11-13,50-59,NH/PI*,NA,99,1247,2
2020-11-13,50-59,Other,NA,2813,32563,3
2020-11-13,50-59,White,NA,28929,383644,197
2020-11-13,50-59,NA,NA,81776,1134471,789
2020-11-13,60-69,AI/AN**,NA,64,727,4
2020-11-13,60-69,Asian,NA,1271,14662,63
2020-11-13,60-69,Black,NA,6711,89985,548
2020-11-13,60-69,Hispanic,NA,7997,40964,461
2020-11-13,60-69,Left Blank,NA,15474,431973,18
2020-11-13,60-69,NH/PI*,NA,83,772,3
2020-11-13,60-69,Other,NA,1832,25022,13
2020-11-13,60-69,White,NA,23218,359255,621
2020-11-13,60-69,NA,NA,56650,963360,1731
2020-11-13,70-79,AI/AN**,NA,41,407,3
2020-11-13,70-79,Asian,NA,648,7888,101
2020-11-13,70-79,Black,NA,3847,46931,637
2020-11-13,70-79,Hispanic,NA,3116,17147,431
2020-11-13,70-79,Left Blank,NA,7277,252844,45
2020-11-13,70-79,NH/PI*,NA,29,311,1
2020-11-13,70-79,Other,NA,801,14270,17
2020-11-13,70-79,White,NA,14254,247875,1322
2020-11-13,70-79,NA,NA,30013,587673,2557
2020-11-13,80+,AI/AN**,NA,25,211,6
2020-11-13,80+,Asian,NA,498,4519,198
2020-11-13,80+,Black,NA,2525,25652,812
2020-11-13,80+,Hispanic,NA,1564,8755,444
2020-11-13,80+,Left Blank,NA,5806,271628,133
2020-11-13,80+,NH/PI*,NA,18,139,3
2020-11-13,80+,Other,NA,428,7314,23
2020-11-13,80+,White,NA,12935,214411,3279
2020-11-13,80+,NA,NA,23799,532629,4898
2020-11-13,Unknown,AI/AN**,NA,0,0,0
2020-11-13,Unknown,Asian,NA,0,51,0
2020-11-13,Unknown,Black,NA,4,170,0
2020-11-13,Unknown,Hispanic,NA,11,251,0
2020-11-13,Unknown,Left Blank,NA,131,521059,0
2020-11-13,Unknown,NH/PI*,NA,0,0,0
2020-11-13,Unknown,Other,NA,2,39,0
2020-11-13,Unknown,White,NA,32,518,0
2020-11-13,Unknown,NA,NA,180,522088,0
2020-11-13,NA,AI/AN**,NA,660,6921,15
2020-11-13,NA,Asian,NA,11088,331577,407
2020-11-13,NA,Black,NA,57979,681384,2392
2020-11-13,NA,Hispanic,NA,118115,642750,1931
2020-11-13,NA,Left Blank,NA,157525,4061843,209
2020-11-13,NA,NH/PI*,NA,655,9567,10
2020-11-13,NA,Other,NA,19192,278922,57
2020-11-13,NA,White,NA,186743,2858676,5483
2020-11-13,NA,NA,Female,284137,4593466,4878
2020-11-13,NA,NA,Male,258992,3513443,5626
2020-11-13,NA,NA,Unknown/Left Blank,8828,764731,0
2020-11-12,<20,AI/AN**,NA,85,954,0
2020-11-12,<20,Asian,NA,1167,67732,0
2020-11-12,<20,Black,NA,6326,84666,5
2020-11-12,<20,Hispanic,NA,19154,126452,1
2020-11-12,<20,Left Blank,NA,21584,357050,0
2020-11-12,<20,NH/PI*,NA,71,1559,0
2020-11-12,<20,Other,NA,2833,48250,0
2020-11-12,<20,White,NA,22929,385404,2
2020-11-12,<20,NA,NA,74149,1072067,8
2020-11-12,20-29,AI/AN**,NA,132,1581,0
2020-11-12,20-29,Asian,NA,2095,146353,2
2020-11-12,20-29,Black,NA,10424,129807,15
2020-11-12,20-29,Hispanic,NA,24585,167706,20
2020-11-12,20-29,Left Blank,NA,31388,634279,0
2020-11-12,20-29,NH/PI*,NA,121,2695,0
2020-11-12,20-29,Other,NA,3712,69542,1
2020-11-12,20-29,White,NA,32881,564535,1
2020-11-12,20-29,NA,NA,105338,1716498,39
2020-11-12,30-39,AI/AN**,NA,112,1067,0
2020-11-12,30-39,Asian,NA,1910,39075,6
2020-11-12,30-39,Black,NA,9541,100696,49
2020-11-12,30-39,Hispanic,NA,21556,107413,77
2020-11-12,30-39,Left Blank,NA,25433,564728,1
2020-11-12,30-39,NH/PI*,NA,117,1557,0
2020-11-12,30-39,Other,NA,3357,44206,0
2020-11-12,30-39,White,NA,24598,367689,14
2020-11-12,30-39,NA,NA,86624,1226431,147
2020-11-12,40-49,AI/AN**,NA,91,937,1
2020-11-12,40-49,Asian,NA,1711,25421,10
2020-11-12,40-49,Black,NA,9032,94705,97
2020-11-12,40-49,Hispanic,NA,22199,94170,174
2020-11-12,40-49,Left Blank,NA,23440,487414,3
2020-11-12,40-49,NH/PI*,NA,111,1218,1
2020-11-12,40-49,Other,NA,3025,35092,0
2020-11-12,40-49,White,NA,23599,311674,48
2020-11-12,40-49,NA,NA,83208,1050631,334
2020-11-12,50-59,AI/AN**,NA,99,965,1
2020-11-12,50-59,Asian,NA,1562,21512,27
2020-11-12,50-59,Black,NA,8790,102863,228
2020-11-12,50-59,Hispanic,NA,15710,71202,321
2020-11-12,50-59,Left Blank,NA,22406,512836,9
2020-11-12,50-59,NH/PI*,NA,98,1235,2
2020-11-12,50-59,Other,NA,2738,32091,3
2020-11-12,50-59,White,NA,28081,378544,198
2020-11-12,50-59,NA,NA,79484,1121248,789
2020-11-12,60-69,AI/AN**,NA,63,718,4
2020-11-12,60-69,Asian,NA,1240,14418,63
2020-11-12,60-69,Black,NA,6631,89190,544
2020-11-12,60-69,Hispanic,NA,7852,40456,462
2020-11-12,60-69,Left Blank,NA,14890,427761,18
2020-11-12,60-69,NH/PI*,NA,83,764,3
2020-11-12,60-69,Other,NA,1789,24730,13
2020-11-12,60-69,White,NA,22549,355115,621
2020-11-12,60-69,NA,NA,55097,953152,1728
2020-11-12,70-79,AI/AN**,NA,40,402,3
2020-11-12,70-79,Asian,NA,634,7798,101
2020-11-12,70-79,Black,NA,3811,46534,637
2020-11-12,70-79,Hispanic,NA,3067,16983,431
2020-11-12,70-79,Left Blank,NA,7013,250589,46
2020-11-12,70-79,NH/PI*,NA,29,309,1
2020-11-12,70-79,Other,NA,787,14127,17
2020-11-12,70-79,White,NA,13828,245596,1312
2020-11-12,70-79,NA,NA,29209,582338,2548
2020-11-12,80+,AI/AN**,NA,25,208,6
2020-11-12,80+,Asian,NA,491,4421,198
2020-11-12,80+,Black,NA,2498,25424,812
2020-11-12,80+,Hispanic,NA,1539,8676,444
2020-11-12,80+,Left Blank,NA,5611,268987,133
2020-11-12,80+,NH/PI*,NA,17,139,3
2020-11-12,80+,Other,NA,417,7237,23
2020-11-12,80+,White,NA,12665,212243,3265
2020-11-12,80+,NA,NA,23263,527335,4884
2020-11-12,Unknown,AI/AN**,NA,0,0,0
2020-11-12,Unknown,Asian,NA,0,51,0
2020-11-12,Unknown,Black,NA,4,168,0
2020-11-12,Unknown,Hispanic,NA,11,250,0
2020-11-12,Unknown,Left Blank,NA,123,514375,0
2020-11-12,Unknown,NH/PI*,NA,0,0,0
2020-11-12,Unknown,Other,NA,2,39,0
2020-11-12,Unknown,White,NA,30,517,0
2020-11-12,Unknown,NA,NA,170,515400,0
2020-11-12,NA,AI/AN**,NA,647,6832,15
2020-11-12,NA,Asian,NA,10810,326781,407
2020-11-12,NA,Black,NA,57057,674053,2387
2020-11-12,NA,Hispanic,NA,115673,633308,1930
2020-11-12,NA,Left Blank,NA,151888,4018019,210
2020-11-12,NA,NH/PI*,NA,647,9476,10
2020-11-12,NA,Other,NA,18660,275314,57
2020-11-12,NA,White,NA,181160,2821317,5461
2020-11-12,NA,NA,Female,276066,4536308,4860
2020-11-12,NA,NA,Male,251856,3471823,5617
2020-11-12,NA,NA,Unknown/Left Blank,8620,756969,0
2020-11-11,<20,AI/AN**,NA,82,940,0
2020-11-11,<20,Asian,NA,1127,66613,0
2020-11-11,<20,Black,NA,6203,83682,5
2020-11-11,<20,Hispanic,NA,18733,124849,1
2020-11-11,<20,Left Blank,NA,20851,352373,0
2020-11-11,<20,NH/PI*,NA,70,1541,0
2020-11-11,<20,Other,NA,2767,47797,0
2020-11-11,<20,White,NA,22334,380141,2
2020-11-11,<20,NA,NA,72167,1057936,8
2020-11-11,20-29,AI/AN**,NA,131,1567,0
2020-11-11,20-29,Asian,NA,2050,144123,2
2020-11-11,20-29,Black,NA,10273,128440,15
2020-11-11,20-29,Hispanic,NA,24114,165646,20
2020-11-11,20-29,Left Blank,NA,30634,627636,0
2020-11-11,20-29,NH/PI*,NA,120,2667,0
2020-11-11,20-29,Other,NA,3634,68929,1
2020-11-11,20-29,White,NA,32137,557000,1
2020-11-11,20-29,NA,NA,103093,1696008,39
2020-11-11,30-39,AI/AN**,NA,111,1057,0
2020-11-11,30-39,Asian,NA,1865,38603,6
