County,confirmed_cases,total_tested,probable_deaths,deaths,date
Peoria,151,4723,NA,6,2020-05-14
Perry,38,488,NA,0,2020-05-14
Piatt,8,321,NA,0,2020-05-14
Pike,1,114,NA,0,2020-05-14
Pope,1,36,NA,0,2020-05-14
Pulaski,33,164,NA,0,2020-05-14
Putnam,0,70,NA,0,2020-05-14
Randolph,233,1221,NA,3,2020-05-14
Richland,3,392,NA,0,2020-05-14
Rock Island,543,2869,NA,17,2020-05-14
Saline,6,329,NA,0,2020-05-14
Sangamon,289,6317,NA,24,2020-05-14
Schuyler,7,165,NA,0,2020-05-14
Scott,0,90,NA,0,2020-05-14
Shelby,11,172,NA,1,2020-05-14
St. Clair,759,4244,NA,61,2020-05-14
Stark,1,76,NA,0,2020-05-14
Stephenson,119,704,NA,0,2020-05-14
Tazewell,58,3175,NA,3,2020-05-14
Unassigned,65,11070,NA,1,2020-05-14
Union,113,803,NA,1,2020-05-14
Vermilion,29,1198,NA,1,2020-05-14
Wabash,1,188,NA,0,2020-05-14
Warren,105,548,NA,0,2020-05-14
Washington,17,249,NA,0,2020-05-14
Wayne,11,407,NA,1,2020-05-14
White,2,220,NA,0,2020-05-14
Whiteside,111,1410,NA,8,2020-05-14
Will,4090,22871,NA,231,2020-05-14
Williamson,52,1416,NA,1,2020-05-14
Winnebago,1337,10250,NA,32,2020-05-14
Woodford,14,631,NA,1,2020-05-14
Adams,41,2092,NA,1,2020-05-13
Alexander,8,93,NA,0,2020-05-13
Bond,10,175,NA,1,2020-05-13
Boone,253,1277,NA,13,2020-05-13
Brown,9,238,NA,0,2020-05-13
Bureau,15,469,NA,1,2020-05-13
Calhoun,1,41,NA,0,2020-05-13
Carroll,12,112,NA,2,2020-05-13
Cass,62,678,NA,0,2020-05-13
Champaign,318,5704,NA,6,2020-05-13
Chicago,33074,144058,NA,1493,2020-05-13
Christian,30,518,NA,4,2020-05-13
Clark,8,131,NA,0,2020-05-13
Clay,2,181,NA,0,2020-05-13
Clinton,142,877,NA,13,2020-05-13
Coles,62,721,NA,2,2020-05-13
Cook,23332,110923,NA,1096,2020-05-13
Crawford,11,210,NA,0,2020-05-13
Cumberland,7,98,NA,0,2020-05-13
De Witt,3,324,NA,0,2020-05-13
DeKalb,211,1912,NA,2,2020-05-13
Douglas,22,350,NA,0,2020-05-13
DuPage,5244,29783,NA,271,2020-05-13
Edgar,0,183,NA,0,2020-05-13
Edwards,2,83,NA,0,2020-05-13
Effingham,6,202,NA,1,2020-05-13
Fayette,17,235,NA,2,2020-05-13
Ford,14,272,NA,1,2020-05-13
Franklin,12,775,NA,0,2020-05-13
Fulton,4,341,NA,0,2020-05-13
Gallatin,2,55,NA,0,2020-05-13
Greene,4,141,NA,0,2020-05-13
Grundy,62,905,NA,1,2020-05-13
Hamilton,2,103,NA,0,2020-05-13
Hancock,12,395,NA,0,2020-05-13
Hardin,1,31,NA,0,2020-05-13
Henderson,7,129,NA,0,2020-05-13
Henry,61,854,NA,0,2020-05-13
Illinois,84698,489359,NA,3792,2020-05-13
Iroquois,101,683,NA,3,2020-05-13
Jackson,171,1342,NA,10,2020-05-13
Jasper,45,257,NA,7,2020-05-13
Jefferson,97,855,NA,16,2020-05-13
Jersey,17,170,NA,1,2020-05-13
Jo Daviess,19,339,NA,1,2020-05-13
Johnson,6,144,NA,0,2020-05-13
Kane,3744,15603,NA,98,2020-05-13
Kankakee,607,4393,NA,31,2020-05-13
Kendall,496,2740,NA,15,2020-05-13
Knox,79,1155,NA,0,2020-05-13
Lake,5758,22834,NA,194,2020-05-13
LaSalle,111,1951,NA,5,2020-05-13
Lawrence,4,191,NA,0,2020-05-13
Lee,70,826,NA,0,2020-05-13
Livingston,25,575,NA,1,2020-05-13
Logan,11,623,NA,0,2020-05-13
Macon,151,1597,NA,16,2020-05-13
Macoupin,39,903,NA,1,2020-05-13
Madison,449,3073,NA,35,2020-05-13
Marion,47,908,NA,0,2020-05-13
Marshall,4,157,NA,0,2020-05-13
Mason,15,360,NA,0,2020-05-13
Massac,6,133,NA,0,2020-05-13
McDonough,54,645,NA,2,2020-05-13
McHenry,1049,6443,NA,56,2020-05-13
McLean,127,3919,NA,3,2020-05-13
Menard,17,305,NA,0,2020-05-13
Mercer,12,219,NA,0,2020-05-13
Monroe,81,326,NA,11,2020-05-13
Montgomery,34,702,NA,1,2020-05-13
Morgan,33,637,NA,1,2020-05-13
Moultrie,6,123,NA,0,2020-05-13
Ogle,160,1590,NA,2,2020-05-13
Out Of State,82,1359,NA,1,2020-05-13
Peoria,148,4448,NA,6,2020-05-13
Perry,38,466,NA,0,2020-05-13
Piatt,8,310,NA,0,2020-05-13
Pike,1,109,NA,0,2020-05-13
Pope,1,35,NA,0,2020-05-13
Pulaski,31,159,NA,0,2020-05-13
Putnam,0,68,NA,0,2020-05-13
Randolph,227,1174,NA,3,2020-05-13
Richland,3,388,NA,0,2020-05-13
Rock Island,538,2784,NA,17,2020-05-13
Saline,5,308,NA,0,2020-05-13
Sangamon,279,5892,NA,23,2020-05-13
Schuyler,7,159,NA,0,2020-05-13
Scott,0,87,NA,0,2020-05-13
Shelby,10,161,NA,1,2020-05-13
St. Clair,737,4097,NA,59,2020-05-13
Stark,1,74,NA,0,2020-05-13
Stephenson,118,673,NA,0,2020-05-13
Tazewell,59,3020,NA,3,2020-05-13
Unassigned,46,9948,NA,1,2020-05-13
Union,105,711,NA,1,2020-05-13
Vermilion,29,1153,NA,1,2020-05-13
Wabash,1,180,NA,0,2020-05-13
Warren,105,534,NA,0,2020-05-13
Washington,17,234,NA,0,2020-05-13
Wayne,10,341,NA,0,2020-05-13
White,2,213,NA,0,2020-05-13
Whiteside,110,1360,NA,8,2020-05-13
Will,3973,22052,NA,214,2020-05-13
Williamson,52,1334,NA,1,2020-05-13
Winnebago,1208,9638,NA,32,2020-05-13
Woodford,15,583,NA,1,2020-05-13
Adams,41,1952,NA,1,2020-05-12
Alexander,8,79,NA,0,2020-05-12
Bond,9,170,NA,1,2020-05-12
Boone,244,1197,NA,13,2020-05-12
Brown,9,238,NA,0,2020-05-12
Bureau,15,435,NA,1,2020-05-12
Calhoun,1,38,NA,0,2020-05-12
Carroll,12,110,NA,2,2020-05-12
Cass,64,653,NA,0,2020-05-12
Champaign,303,5389,NA,6,2020-05-12
Chicago,32557,140367,NA,1441,2020-05-12
Christian,30,502,NA,4,2020-05-12
Clark,8,130,NA,0,2020-05-12
Clay,2,175,NA,0,2020-05-12
Clinton,128,808,NA,12,2020-05-12
Coles,58,541,NA,2,2020-05-12
Cook,22913,108019,NA,1008,2020-05-12
Crawford,11,203,NA,0,2020-05-12
Cumberland,6,81,NA,0,2020-05-12
De Witt,3,308,NA,0,2020-05-12
DeKalb,203,1798,NA,2,2020-05-12
Douglas,20,317,NA,0,2020-05-12
DuPage,5121,28559,NA,258,2020-05-12
Edgar,0,172,NA,0,2020-05-12
Edwards,0,79,NA,0,2020-05-12
Effingham,6,181,NA,1,2020-05-12
Fayette,17,226,NA,2,2020-05-12
Ford,14,253,NA,1,2020-05-12
Franklin,10,746,NA,0,2020-05-12
Fulton,3,301,NA,0,2020-05-12
Gallatin,2,51,NA,0,2020-05-12
Greene,4,130,NA,0,2020-05-12
Grundy,61,887,NA,1,2020-05-12
Hamilton,2,102,NA,0,2020-05-12
Hancock,12,378,NA,0,2020-05-12
Hardin,1,26,NA,0,2020-05-12
Henderson,7,113,NA,0,2020-05-12
Henry,60,828,NA,0,2020-05-12
Illinois,83021,471691,NA,3601,2020-05-12
Iroquois,99,644,NA,3,2020-05-12
Jackson,167,1262,NA,10,2020-05-12
Jasper,46,253,NA,6,2020-05-12
Jefferson,95,821,NA,15,2020-05-12
Jersey,17,162,NA,1,2020-05-12
Jo Daviess,18,317,NA,0,2020-05-12
Johnson,4,121,NA,0,2020-05-12
Kane,3592,14647,NA,93,2020-05-12
Kankakee,583,4141,NA,31,2020-05-12
Kendall,477,2592,NA,15,2020-05-12
Knox,77,1113,NA,0,2020-05-12
Lake,5662,22066,NA,185,2020-05-12
LaSalle,106,1851,NA,5,2020-05-12
Lawrence,3,183,NA,0,2020-05-12
Lee,69,797,NA,0,2020-05-12
Livingston,25,555,NA,1,2020-05-12
Logan,9,596,NA,0,2020-05-12
Macon,149,1543,NA,16,2020-05-12
Macoupin,39,860,NA,1,2020-05-12
Madison,445,2955,NA,32,2020-05-12
Marion,47,865,NA,0,2020-05-12
Marshall,4,144,NA,0,2020-05-12
Mason,15,347,NA,0,2020-05-12
Massac,6,130,NA,0,2020-05-12
McDonough,52,637,NA,2,2020-05-12
McHenry,1026,6182,NA,55,2020-05-12
McLean,126,3781,NA,3,2020-05-12
Menard,17,292,NA,0,2020-05-12
Mercer,12,215,NA,0,2020-05-12
Monroe,81,321,NA,11,2020-05-12
Montgomery,34,677,NA,1,2020-05-12
Morgan,32,592,NA,1,2020-05-12
Moultrie,6,113,NA,0,2020-05-12
Ogle,160,1552,NA,2,2020-05-12
Out Of State,86,1354,NA,1,2020-05-12
Peoria,143,4181,NA,6,2020-05-12
Perry,38,455,NA,0,2020-05-12
Piatt,8,293,NA,0,2020-05-12
Pike,1,107,NA,0,2020-05-12
Pope,1,28,NA,0,2020-05-12
Pulaski,27,116,NA,0,2020-05-12
Putnam,0,66,NA,0,2020-05-12
Randolph,222,1135,NA,3,2020-05-12
Richland,3,385,NA,0,2020-05-12
Rock Island,530,2730,NA,17,2020-05-12
Saline,5,281,NA,0,2020-05-12
Sangamon,276,5711,NA,21,2020-05-12
Schuyler,7,155,NA,0,2020-05-12
Scott,0,82,NA,0,2020-05-12
Shelby,10,148,NA,1,2020-05-12
St. Clair,727,3943,NA,53,2020-05-12
Stark,1,74,NA,0,2020-05-12
Stephenson,110,634,NA,0,2020-05-12
Tazewell,58,2815,NA,3,2020-05-12
Unassigned,61,9704,NA,1,2020-05-12
Union,63,539,NA,1,2020-05-12
Vermilion,26,1083,NA,1,2020-05-12
Wabash,1,174,NA,0,2020-05-12
Warren,106,519,NA,0,2020-05-12
Washington,17,220,NA,0,2020-05-12
Wayne,3,250,NA,0,2020-05-12
White,2,200,NA,0,2020-05-12
Whiteside,110,1322,NA,8,2020-05-12
Will,3896,21388,NA,210,2020-05-12
Williamson,44,1251,NA,1,2020-05-12
Winnebago,1159,8966,NA,28,2020-05-12
Woodford,15,543,NA,1,2020-05-12
Adams,41,1814,NA,1,2020-05-11
Alexander,7,78,NA,0,2020-05-11
Bond,9,167,NA,1,2020-05-11
Boone,206,896,NA,12,2020-05-11
Brown,9,237,NA,0,2020-05-11
Bureau,14,418,NA,1,2020-05-11
Calhoun,1,38,NA,0,2020-05-11
Carroll,11,102,NA,2,2020-05-11
Cass,56,549,NA,0,2020-05-11
Champaign,279,5306,NA,6,2020-05-11
Chicago,31327,133666,NA,1376,2020-05-11
Christian,29,471,NA,4,2020-05-11
Clark,8,117,NA,0,2020-05-11
Clay,2,160,NA,0,2020-05-11
Clinton,127,804,NA,10,2020-05-11
Coles,41,510,NA,2,2020-05-11
Cook,22054,102367,NA,985,2020-05-11
Crawford,10,197,NA,0,2020-05-11
Cumberland,4,80,NA,0,2020-05-11
De Witt,3,294,NA,0,2020-05-11
DeKalb,183,1625,NA,2,2020-05-11
Douglas,20,314,NA,0,2020-05-11
DuPage,4745,26158,NA,251,2020-05-11
Edgar,0,144,NA,0,2020-05-11
Edwards,0,75,NA,0,2020-05-11
Effingham,6,169,NA,1,2020-05-11
Fayette,17,218,NA,2,2020-05-11
Ford,14,249,NA,1,2020-05-11
Franklin,10,738,NA,0,2020-05-11
Fulton,3,281,NA,0,2020-05-11
Gallatin,2,50,NA,0,2020-05-11
Greene,4,122,NA,0,2020-05-11
Grundy,60,841,NA,1,2020-05-11
Hamilton,3,101,NA,0,2020-05-11
Hancock,12,348,NA,0,2020-05-11
Hardin,1,26,NA,0,2020-05-11
Henderson,6,113,NA,0,2020-05-11
Henry,58,754,NA,0,2020-05-11
Illinois,79007,442425,NA,3459,2020-05-11
Iroquois,98,626,NA,2,2020-05-11
Jackson,166,1245,NA,10,2020-05-11
Jasper,46,253,NA,6,2020-05-11
Jefferson,94,815,NA,15,2020-05-11
Jersey,17,158,NA,1,2020-05-11
Jo Daviess,18,284,NA,0,2020-05-11
Johnson,4,118,NA,0,2020-05-11
Kane,3126,12630,NA,90,2020-05-11
Kankakee,557,3984,NA,30,2020-05-11
Kendall,431,2281,NA,12,2020-05-11
Knox,75,1074,NA,0,2020-05-11
Lake,5323,20162,NA,173,2020-05-11
LaSalle,105,1760,NA,5,2020-05-11
Lawrence,4,176,NA,0,2020-05-11
Lee,63,718,NA,0,2020-05-11
Livingston,24,527,NA,1,2020-05-11
Logan,9,567,NA,0,2020-05-11
Macon,146,1487,NA,15,2020-05-11
Macoupin,39,809,NA,1,2020-05-11
Madison,435,2908,NA,31,2020-05-11
Marion,47,859,NA,0,2020-05-11
Marshall,4,136,NA,0,2020-05-11
Mason,15,325,NA,0,2020-05-11
Massac,6,122,NA,0,2020-05-11
McDonough,49,597,NA,2,2020-05-11
McHenry,958,5555,NA,52,2020-05-11
McLean,121,3477,NA,3,2020-05-11
Menard,17,263,NA,0,2020-05-11
Mercer,12,204,NA,0,2020-05-11
Monroe,79,320,NA,11,2020-05-11
Montgomery,34,658,NA,1,2020-05-11
Morgan,30,564,NA,1,2020-05-11
Moultrie,6,98,NA,0,2020-05-11
Ogle,149,1430,NA,1,2020-05-11
Out Of State,84,1221,NA,2,2020-05-11
Peoria,141,3984,NA,5,2020-05-11
Perry,38,449,NA,0,2020-05-11
Piatt,7,285,NA,0,2020-05-11
Pike,1,105,NA,0,2020-05-11
Pope,1,28,NA,0,2020-05-11
Pulaski,27,114,NA,0,2020-05-11
Putnam,0,64,NA,0,2020-05-11
Randolph,221,1127,NA,2,2020-05-11
Richland,3,378,NA,0,2020-05-11
Rock Island,517,2543,NA,16,2020-05-11
Saline,5,277,NA,0,2020-05-11
Sangamon,262,5405,NA,19,2020-05-11
Schuyler,7,150,NA,0,2020-05-11
Scott,0,76,NA,0,2020-05-11
Shelby,10,144,NA,1,2020-05-11
St. Clair,719,3903,NA,52,2020-05-11
Stark,1,68,NA,0,2020-05-11
Stephenson,99,560,NA,0,2020-05-11
Tazewell,59,2700,NA,4,2020-05-11
Unassigned,66,9627,NA,0,2020-05-11
Union,63,512,NA,1,2020-05-11
Vermilion,25,1055,NA,1,2020-05-11
Wabash,1,170,NA,0,2020-05-11
Warren,104,473,NA,0,2020-05-11
Washington,17,220,NA,0,2020-05-11
Wayne,3,245,NA,0,2020-05-11
White,2,198,NA,0,2020-05-11
Whiteside,104,1246,NA,6,2020-05-11
Will,3740,20305,NA,202,2020-05-11
Williamson,44,1230,NA,1,2020-05-11
Winnebago,932,6688,NA,25,2020-05-11
Woodford,15,516,NA,1,2020-05-11
Adams,41,1553,NA,1,2020-05-10
Alexander,7,75,NA,0,2020-05-10
Bond,8,162,NA,1,2020-05-10
Boone,193,806,NA,11,2020-05-10
Brown,8,234,NA,0,2020-05-10
Bureau,14,401,NA,1,2020-05-10
Calhoun,1,36,NA,0,2020-05-10
Carroll,11,101,NA,2,2020-05-10
Cass,56,547,NA,0,2020-05-10
Champaign,263,5094,NA,6,2020-05-10
Chicago,30950,130868,NA,1337,2020-05-10
Christian,29,467,NA,4,2020-05-10
Clark,8,117,NA,0,2020-05-10
Clay,2,155,NA,0,2020-05-10
Clinton,126,789,NA,10,2020-05-10
Coles,24,464,NA,1,2020-05-10
Cook,21705,99404,NA,980,2020-05-10
Crawford,10,195,NA,0,2020-05-10
Cumberland,4,77,NA,0,2020-05-10
De Witt,3,290,NA,0,2020-05-10
DeKalb,177,1563,NA,2,2020-05-10
Douglas,20,303,NA,0,2020-05-10
DuPage,4603,25429,NA,248,2020-05-10
Edgar,0,143,NA,0,2020-05-10
Edwards,0,71,NA,0,2020-05-10
Effingham,6,163,NA,1,2020-05-10
Fayette,17,213,NA,2,2020-05-10
Ford,14,243,NA,1,2020-05-10
Franklin,10,704,NA,0,2020-05-10
Fulton,3,265,NA,0,2020-05-10
Gallatin,2,47,NA,0,2020-05-10
Greene,4,121,NA,0,2020-05-10
Grundy,58,823,NA,1,2020-05-10
Hamilton,2,90,NA,0,2020-05-10
Hancock,12,339,NA,0,2020-05-10
Hardin,1,25,NA,0,2020-05-10
Henderson,6,112,NA,0,2020-05-10
Henry,58,737,NA,0,2020-05-10
Illinois,77741,429984,NA,3406,2020-05-10
Iroquois,96,606,NA,2,2020-05-10
Jackson,167,1219,NA,10,2020-05-10
Jasper,46,253,NA,6,2020-05-10
Jefferson,97,803,NA,15,2020-05-10
Jersey,17,151,NA,1,2020-05-10
Jo Daviess,18,284,NA,0,2020-05-10
Johnson,4,115,NA,0,2020-05-10
Kane,3003,12104,NA,89,2020-05-10
Kankakee,540,3600,NA,30,2020-05-10
Kendall,421,2213,NA,12,2020-05-10
Knox,73,999,NA,0,2020-05-10
Lake,5245,19831,NA,173,2020-05-10
LaSalle,105,1695,NA,5,2020-05-10
Lawrence,4,176,NA,0,2020-05-10
Lee,63,714,NA,0,2020-05-10
Livingston,24,519,NA,1,2020-05-10
Logan,9,556,NA,0,2020-05-10
Macon,144,1450,NA,15,2020-05-10
Macoupin,38,801,NA,1,2020-05-10
Madison,427,2794,NA,31,2020-05-10
Marion,44,823,NA,0,2020-05-10
Marshall,4,127,NA,0,2020-05-10
Mason,15,322,NA,0,2020-05-10
Massac,6,117,NA,0,2020-05-10
McDonough,49,570,NA,2,2020-05-10
McHenry,945,5417,NA,51,2020-05-10
McLean,117,3458,NA,3,2020-05-10
Menard,17,261,NA,0,2020-05-10
Mercer,12,202,NA,0,2020-05-10
Monroe,79,314,NA,11,2020-05-10
Montgomery,34,656,NA,1,2020-05-10
Morgan,30,563,NA,1,2020-05-10
Moultrie,6,94,NA,0,2020-05-10
Ogle,149,1425,NA,1,2020-05-10
Out Of State,79,1142,NA,2,2020-05-10
Peoria,139,3806,NA,5,2020-05-10
Perry,38,440,NA,0,2020-05-10
Piatt,7,273,NA,0,2020-05-10
Pike,1,101,NA,0,2020-05-10
Pope,1,26,NA,0,2020-05-10
Pulaski,27,108,NA,0,2020-05-10
Putnam,0,63,NA,0,2020-05-10
Randolph,220,1105,NA,2,2020-05-10
Richland,3,373,NA,0,2020-05-10
Rock Island,515,2486,NA,16,2020-05-10
Saline,5,266,NA,0,2020-05-10
Sangamon,258,5369,NA,19,2020-05-10
Schuyler,7,146,NA,0,2020-05-10
Scott,0,76,NA,0,2020-05-10
Shelby,10,143,NA,1,2020-05-10
St. Clair,711,3765,NA,50,2020-05-10
Stark,1,65,NA,0,2020-05-10
Stephenson,97,547,NA,0,2020-05-10
Tazewell,59,2612,NA,4,2020-05-10
Unassigned,84,9446,NA,0,2020-05-10
Union,63,502,NA,1,2020-05-10
Vermilion,25,991,NA,1,2020-05-10
Wabash,1,165,NA,0,2020-05-10
Warren,102,412,NA,0,2020-05-10
Washington,15,214,NA,0,2020-05-10
Wayne,3,211,NA,0,2020-05-10
White,2,188,NA,0,2020-05-10
Whiteside,104,1245,NA,6,2020-05-10
Will,3684,19769,NA,202,2020-05-10
Williamson,44,1190,NA,1,2020-05-10
Winnebago,917,6344,NA,25,2020-05-10
Woodford,15,501,NA,1,2020-05-10
Adams,41,1537,NA,1,2020-05-09
Alexander,6,72,NA,0,2020-05-09
Bond,8,156,NA,1,2020-05-09
Boone,185,742,NA,11,2020-05-09
Brown,8,206,NA,0,2020-05-09
Bureau,12,380,NA,1,2020-05-09
Calhoun,1,34,NA,0,2020-05-09
Carroll,10,100,NA,2,2020-05-09
Cass,56,525,NA,0,2020-05-09
Champaign,256,4914,NA,6,2020-05-09
Chicago,30393,127332,NA,1289,2020-05-09
Christian,29,454,NA,4,2020-05-09
Clark,7,114,NA,0,2020-05-09
Clay,2,151,NA,0,2020-05-09
Clinton,126,776,NA,10,2020-05-09
Coles,23,453,NA,1,2020-05-09
Cook,21281,96639,NA,975,2020-05-09
Crawford,10,195,NA,0,2020-05-09
Cumberland,4,74,NA,0,2020-05-09
De Witt,3,286,NA,0,2020-05-09
DeKalb,170,1497,NA,2,2020-05-09
Douglas,20,288,NA,0,2020-05-09
DuPage,4493,24835,NA,247,2020-05-09
Edgar,0,140,NA,0,2020-05-09
Edwards,0,69,NA,0,2020-05-09
Effingham,6,160,NA,1,2020-05-09
Fayette,17,198,NA,2,2020-05-09
Ford,13,236,NA,1,2020-05-09
Franklin,10,678,NA,0,2020-05-09
Fulton,3,253,NA,0,2020-05-09
Gallatin,2,46,NA,0,2020-05-09
Greene,4,120,NA,0,2020-05-09
Grundy,58,788,NA,1,2020-05-09
Hamilton,2,84,NA,0,2020-05-09
Hancock,11,330,NA,0,2020-05-09
Hardin,1,25,NA,0,2020-05-09
Henderson,6,105,NA,0,2020-05-09
Henry,58,718,NA,0,2020-05-09
Illinois,76085,416331,NA,3349,2020-05-09
Iroquois,89,533,NA,2,2020-05-09
Jackson,162,1146,NA,10,2020-05-09
Jasper,46,251,NA,6,2020-05-09
Jefferson,94,765,NA,15,2020-05-09
Jersey,16,140,NA,1,2020-05-09
Jo Daviess,18,281,NA,0,2020-05-09
Johnson,4,107,NA,0,2020-05-09
Kane,2818,11329,NA,88,2020-05-09
Kankakee,479,3456,NA,29,2020-05-09
Kendall,388,2071,NA,12,2020-05-09
Knox,71,890,NA,0,2020-05-09
Lake,5199,19471,NA,173,2020-05-09
LaSalle,102,1630,NA,5,2020-05-09
Lawrence,4,171,NA,0,2020-05-09
Lee,63,705,NA,0,2020-05-09
Livingston,24,502,NA,1,2020-05-09
Logan,9,549,NA,0,2020-05-09
Macon,140,1392,NA,15,2020-05-09
Macoupin,38,781,NA,1,2020-05-09
Madison,414,2656,NA,31,2020-05-09
Marion,43,787,NA,0,2020-05-09
Marshall,4,114,NA,0,2020-05-09
Mason,15,308,NA,0,2020-05-09
Massac,6,109,NA,0,2020-05-09
McDonough,49,537,NA,2,2020-05-09
McHenry,936,5253,NA,52,2020-05-09
McLean,115,3411,NA,3,2020-05-09
Menard,17,253,NA,0,2020-05-09
Mercer,11,195,NA,0,2020-05-09
Monroe,79,304,NA,11,2020-05-09
Montgomery,34,650,NA,1,2020-05-09
Morgan,30,543,NA,1,2020-05-09
Moultrie,6,91,NA,0,2020-05-09
Ogle,148,1415,NA,1,2020-05-09
Out Of State,77,1084,NA,3,2020-05-09
Peoria,136,3488,NA,4,2020-05-09
Perry,36,419,NA,0,2020-05-09
Piatt,7,267,NA,0,2020-05-09
Pike,1,101,NA,0,2020-05-09
Pope,1,26,NA,0,2020-05-09
Pulaski,27,106,NA,0,2020-05-09
Putnam,0,60,NA,0,2020-05-09
Randolph,217,1082,NA,2,2020-05-09
Richland,3,369,NA,0,2020-05-09
Rock Island,507,2379,NA,16,2020-05-09
Saline,5,257,NA,0,2020-05-09
Sangamon,256,5104,NA,19,2020-05-09
Schuyler,7,135,NA,0,2020-05-09
Scott,0,73,NA,0,2020-05-09
Shelby,10,136,NA,1,2020-05-09
St. Clair,689,3574,NA,49,2020-05-09
Stark,1,57,NA,0,2020-05-09
Stephenson,88,524,NA,0,2020-05-09
Tazewell,59,2424,NA,4,2020-05-09
Unassigned,73,9217,NA,0,2020-05-09
Union,62,458,NA,1,2020-05-09
Vermilion,25,943,NA,1,2020-05-09
Wabash,1,159,NA,0,2020-05-09
Warren,97,342,NA,0,2020-05-09
Washington,15,208,NA,0,2020-05-09
Wayne,3,190,NA,0,2020-05-09
White,2,177,NA,0,2020-05-09
Whiteside,102,1209,NA,6,2020-05-09
Will,3636,19277,NA,202,2020-05-09
Williamson,44,1141,NA,1,2020-05-09
Winnebago,877,6058,NA,24,2020-05-09
Woodford,15,477,NA,1,2020-05-09
Adams,41,1472,NA,1,2020-05-08
Alexander,6,65,NA,0,2020-05-08
Bond,8,154,NA,1,2020-05-08
Boone,177,701,NA,12,2020-05-08
Brown,6,139,NA,0,2020-05-08
Bureau,13,365,NA,1,2020-05-08
Calhoun,1,32,NA,0,2020-05-08
Carroll,10,96,NA,2,2020-05-08
Cass,52,512,NA,0,2020-05-08
Champaign,247,4678,NA,6,2020-05-08
Chicago,29535,122700,NA,1248,2020-05-08
Christian,29,446,NA,4,2020-05-08
Clark,5,113,NA,0,2020-05-08
Clay,2,147,NA,0,2020-05-08
Clinton,125,725,NA,8,2020-05-08
Coles,22,440,NA,1,2020-05-08
Cook,20701,93437,NA,949,2020-05-08
Crawford,10,190,NA,0,2020-05-08
Cumberland,4,72,NA,0,2020-05-08
De Witt,3,274,NA,0,2020-05-08
DeKalb,160,1410,NA,1,2020-05-08
Douglas,20,283,NA,0,2020-05-08
DuPage,4374,23932,NA,236,2020-05-08
Edgar,0,131,NA,0,2020-05-08
Edwards,0,68,NA,0,2020-05-08
Effingham,5,156,NA,1,2020-05-08
Fayette,17,187,NA,2,2020-05-08
Ford,12,228,NA,1,2020-05-08
Franklin,10,656,NA,0,2020-05-08
Fulton,3,241,NA,0,2020-05-08
Gallatin,2,45,NA,0,2020-05-08
Greene,4,112,NA,0,2020-05-08
Grundy,55,773,NA,1,2020-05-08
Hamilton,2,80,NA,0,2020-05-08
Hancock,11,309,NA,0,2020-05-08
Hardin,1,24,NA,0,2020-05-08
Henderson,6,97,NA,0,2020-05-08
Henry,59,690,NA,0,2020-05-08
Illinois,73760,399714,NA,3241,2020-05-08
Iroquois,84,508,NA,1,2020-05-08
Jackson,161,1090,NA,10,2020-05-08
Jasper,46,249,NA,6,2020-05-08
Jefferson,89,738,NA,15,2020-05-08
Jersey,16,126,NA,1,2020-05-08
Jo Daviess,16,279,NA,0,2020-05-08
Johnson,4,102,NA,0,2020-05-08
Kane,2668,10748,NA,84,2020-05-08
Kankakee,458,3358,NA,29,2020-05-08
Kendall,373,2008,NA,10,2020-05-08
Knox,69,843,NA,0,2020-05-08
Lake,4985,18400,NA,170,2020-05-08
LaSalle,93,1536,NA,3,2020-05-08
Lawrence,3,167,NA,0,2020-05-08
Lee,63,666,NA,0,2020-05-08
Livingston,24,492,NA,1,2020-05-08
Logan,9,531,NA,0,2020-05-08
Macon,138,1317,NA,15,2020-05-08
Macoupin,38,756,NA,1,2020-05-08
Madison,401,2439,NA,30,2020-05-08
Marion,41,764,NA,0,2020-05-08
Marshall,4,105,NA,0,2020-05-08
Mason,15,264,NA,0,2020-05-08
Massac,6,95,NA,0,2020-05-08
McDonough,48,475,NA,2,2020-05-08
McHenry,897,5049,NA,48,2020-05-08
McLean,112,3300,NA,3,2020-05-08
Menard,17,245,NA,0,2020-05-08
Mercer,11,184,NA,0,2020-05-08
Monroe,79,294,NA,11,2020-05-08
Montgomery,34,632,NA,1,2020-05-08
Morgan,28,515,NA,1,2020-05-08
Moultrie,6,90,NA,0,2020-05-08
Ogle,141,1379,NA,1,2020-05-08
Out Of State,72,1056,NA,2,2020-05-08
Peoria,132,3247,NA,4,2020-05-08
Perry,36,411,NA,0,2020-05-08
Piatt,7,263,NA,0,2020-05-08
Pike,1,97,NA,0,2020-05-08
Pope,1,26,NA,0,2020-05-08
Pulaski,25,91,NA,0,2020-05-08
Putnam,0,55,NA,0,2020-05-08
Randolph,211,1041,NA,2,2020-05-08
Richland,3,365,NA,0,2020-05-08
Rock Island,498,2283,NA,15,2020-05-08
Saline,5,246,NA,0,2020-05-08
Sangamon,253,4921,NA,19,2020-05-08
Schuyler,5,125,NA,0,2020-05-08
Scott,0,70,NA,0,2020-05-08
Shelby,10,130,NA,1,2020-05-08
St. Clair,648,3350,NA,46,2020-05-08
Stark,1,51,NA,0,2020-05-08
Stephenson,84,479,NA,0,2020-05-08
Tazewell,58,2348,NA,4,2020-05-08
Unassigned,48,8662,NA,0,2020-05-08
